,Amount,Age,Year,Overseas,Mega,id,matches,Innings,Not Outs,Aggregate,Highest Score,Average,30s,50s,4s,6s,Boundary %,Scoring Rate,Top Scored in Innings,Top Scored %,Overs,Balls Bowled,Wickets,3 Wickets in Innings,4 Wickets in Innings,Economy Rate,Strike Rate,prog_agg,prog_avg,prog_sr,prog_bowlsr,prog_er,prog_wkts,prog_bowlavg,prog_matches,last_matches,last_inn,last_hs,last_runs,last_avg,last_sr,last_batpercent,overs,last_wkts,last_bowlavg,last_bowlsr,last_bowler,last_bowlpercent,birthyear,Role_All-Rounder,Role_Batsman,Role_Bowler,Role_Wicket Keeper,Nation_Indian,Nation_Overseas
382,8.350609756097562,39,2014,1,1,2043,98,96,11,2427,89,35.28,17,17,254,44,0.527400082,109.23,23,0.239583333,290.2,1742.0,65.0,2.0,0.0,7.9,26.8,2276.0,28.81,108.74,26.39,7.85,61.0,34.54,90.0,16.0,16.0,41.0,311.0,20.73,96.58,13.58,53.0,16.0,24.63,19.88,7.43,16.49,1975,1,0,0,0,0,1
383,0.2239208633093524,49,2018,0,1,2053,4,2,0,6,3,82.0,0,0,0,0,0.0,42.86,0,0.0,9.1,55.0,1.0,0.0,0.0,8.95,55.0,6.0,3.0,42.86,55.0,8.95,1.0,82.0,4.0,4.0,2.0,3.0,6.0,3.0,42.86,1.06,9.1,1.0,82.0,55.0,8.95,5.88,1969,1,0,0,0,1,0
384,0.2606635071090047,51,2020,0,0,2053,4,2,0,6,3,82.0,0,0,0,0,0.0,42.86,0,0.0,9.1,55.0,1.0,0.0,0.0,8.95,55.0,6.0,3.0,42.86,55.0,8.95,1.0,82.0,4.0,4.0,2.0,3.0,6.0,3.0,42.86,1.06,9.1,1.0,82.0,55.0,8.95,5.88,1969,1,0,0,0,1,0
385,0.935374149659864,35,2013,1,0,2811,18,12,4,106,41,38.78,1,0,6,5,0.509433962,98.15,0,0.0,39.3,237.0,9.0,1.0,0.0,8.84,26.33,106.0,13.25,98.15,23.67,9.21,9.0,36.33,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,45.0,24.0,11.25,10.0,1978,1,0,0,0,0,1
386,2.277439024390244,33,2014,0,1,2880,47,34,7,405,48,31.67,3,0,33,15,0.548148148,115.71,4,0.117647059,54.2,326.0,15.0,2.0,0.0,8.74,21.73,374.0,15.58,119.87,19.29,8.71,14.0,28.0,42.0,4.0,2.0,2.0,3.0,1.5,25.0,0.54,3.0,1.0,22.0,18.0,7.33,3.45,1981,1,0,0,0,1,0
387,0.4934210526315789,34,2015,0,0,2880,47,34,7,405,48,31.67,3,0,33,15,0.548148148,115.71,4,0.117647059,54.2,326.0,15.0,2.0,0.0,8.74,21.73,405.0,15.0,115.71,21.73,8.74,15.0,31.67,47.0,5.0,3.0,21.0,31.0,10.33,81.58,3.94,9.2,1.0,83.0,56.0,8.89,7.69,1981,1,0,0,0,1,0
388,12.499999999999998,35,2016,0,0,2949,132,126,15,2750,83,29.92,23,13,217,149,0.640727273,129.72,23,0.182539683,144.5,869.0,36.0,4.0,2.0,7.44,24.14,2099.0,25.29,129.89,23.09,7.28,35.0,28.0,98.0,14.0,13.0,57.0,248.0,19.08,118.1,11.44,9.0,1.0,72.0,54.0,8.0,1.35,1981,1,0,0,0,1,0
389,2.239208633093525,37,2018,0,1,2949,132,126,15,2750,83,29.92,23,13,217,149,0.640727273,129.72,23,0.182539683,144.5,869.0,36.0,4.0,2.0,7.44,24.14,2587.0,25.61,131.19,23.81,7.38,36.0,29.28,120.0,12.0,11.0,70.0,252.0,28.0,142.37,12.51,2.0,1.0,22.0,12.0,11.0,1.22,1981,1,0,0,0,1,0
390,1.9420903954802264,38,2019,0,0,2949,132,126,15,2750,83,29.92,23,13,217,149,0.640727273,129.72,23,0.182539683,144.5,869.0,36.0,4.0,2.0,7.44,24.14,2652.0,24.79,129.68,24.14,7.44,36.0,29.92,128.0,8.0,6.0,20.0,65.0,10.83,89.04,4.86,2.0,0.0,0.0,0.0,11.5,0.0,1981,1,0,0,0,1,0
391,4.47841726618705,37,2018,1,1,3017,145,141,16,3874,117,29.15,27,21,374,190,0.68043366,137.91,26,0.184397163,338.1,2029.0,92.0,8.0,1.0,7.93,22.05,2622.0,31.21,138.66,21.64,7.84,86.0,28.27,102.0,8.0,7.0,24.0,71.0,11.83,91.03,5.61,26.5,5.0,49.0,32.2,9.13,9.62,1981,1,0,0,0,0,1
392,3.6439024390243904,30,2014,0,1,3156,103,82,29,1139,60,33.11,8,1,86,36,0.49165935,120.4,4,0.048780488,340.3,2043.0,80.0,4.0,0.0,7.78,25.54,1071.0,22.79,122.26,24.22,7.68,76.0,31.01,88.0,15.0,13.0,24.0,142.0,17.75,93.42,6.83,51.2,10.0,38.2,30.8,7.44,13.33,1984,1,0,0,0,1,0
393,2.4671052631578947,31,2015,0,0,3156,103,82,29,1139,60,33.11,8,1,86,36,0.49165935,120.4,4,0.048780488,340.3,2043.0,80.0,4.0,0.0,7.78,25.54,1126.0,22.98,121.08,24.79,7.75,80.0,32.03,98.0,10.0,6.0,23.0,55.0,27.5,101.85,3.72,23.4,4.0,51.25,35.5,8.66,7.27,1984,1,0,0,0,1,0
394,1.7857142857142856,32,2016,0,0,3156,103,82,29,1139,60,33.11,8,1,86,36,0.49165935,120.4,4,0.048780488,340.3,2043.0,80.0,4.0,0.0,7.78,25.54,1126.0,22.98,121.08,24.79,7.75,80.0,32.03,98.0,10.0,6.0,23.0,55.0,27.5,101.85,3.72,23.4,4.0,51.25,35.5,8.66,7.27,1984,1,0,0,0,1,0
395,3.6439024390243904,33,2014,1,1,3162,91,68,28,974,73,27.75,4,3,61,55,0.589322382,141.98,4,0.058823529,287.1,1723.0,85.0,5.0,1.0,8.21,20.27,827.0,23.63,144.83,20.07,8.1,75.0,27.08,78.0,8.0,3.0,23.0,46.0,15.33,124.32,3.64,24.0,7.0,22.71,20.57,6.63,10.45,1981,1,0,0,0,0,1
396,0.4934210526315789,34,2015,1,0,3162,91,68,28,974,73,27.75,4,3,61,55,0.589322382,141.98,4,0.058823529,287.1,1723.0,85.0,5.0,1.0,8.21,20.27,872.0,22.95,142.48,20.26,8.08,80.0,27.3,85.0,7.0,5.0,16.0,45.0,15.0,109.76,4.69,16.0,4.0,31.5,24.0,7.88,9.52,1981,1,0,0,0,0,1
397,7.16546762589928,35,2018,1,1,3166,161,113,44,1560,70,23.83,10,5,122,66,0.566666667,129.57,10,0.088495575,519.5,3119.0,183.0,16.0,2.0,8.39,17.04,1262.0,22.95,126.33,16.53,8.2,121.0,22.58,106.0,15.0,13.0,22.0,99.0,12.38,120.73,4.3,56.0,17.0,29.06,19.76,8.82,21.52,1983,1,0,0,0,0,1
398,4.4,39,2022,1,1,3166,161,113,44,1560,70,23.83,10,5,122,66,0.566666667,129.57,10,0.088495575,519.5,3119.0,183.0,16.0,2.0,8.39,17.04,1537.0,22.94,130.25,17.44,8.36,167.0,24.32,151.0,11.0,3.0,23.0,47.0,47.0,261.11,2.67,33.4,14.0,18.79,14.43,7.81,18.67,1983,1,0,0,0,0,1
399,1.1196043165467624,34,2018,1,1,3208,83,77,26,2029,78,36.26,13,14,126,79,0.482010843,124.02,17,0.220779221,113.0,678.0,23.0,1.0,1.0,7.38,29.48,1993.0,39.86,124.87,28.7,7.25,23.0,34.7,77.0,10.0,8.0,49.0,191.0,38.2,122.44,12.65,7.0,2.0,27.5,21.0,7.86,3.51,1984,1,0,0,0,0,1
400,5.314024390243903,31,2014,1,1,3228,22,20,5,295,60,31.82,0,1,15,18,0.569491525,122.41,2,0.1,39.2,236.0,11.0,1.0,1.0,8.9,21.45,174.0,29.0,131.82,16.75,7.52,7.0,21.0,10.0,10.0,9.0,60.0,174.0,29.0,131.82,12.54,22.2,8.0,21.0,16.75,7.52,13.79,1983,1,0,0,0,0,1
401,7.950680272108843,30,2013,1,0,3228,22,20,5,295,60,31.82,0,1,15,18,0.569491525,122.41,2,0.1,39.2,236.0,11.0,1.0,1.0,8.9,21.45,295.0,19.67,122.41,21.45,8.9,11.0,31.82,22.0,10.0,2.0,7.0,13.0,6.5,72.22,3.77,9.0,0.0,108.0,15.43,118.68,6.91,1983,1,0,0,0,0,1
402,4.605263157894736,32,2015,1,0,3228,22,20,5,295,60,31.82,0,1,15,18,0.569491525,122.41,2,0.1,39.2,236.0,11.0,1.0,1.0,8.9,21.45,282.0,21.69,126.46,19.82,8.94,11.0,29.55,20.0,10.0,9.0,29.0,108.0,15.43,118.68,6.91,14.0,3.0,52.33,28.0,11.21,5.77,1983,1,0,0,0,0,1
403,0.5030487804878049,34,2017,1,0,3228,22,20,5,295,60,31.82,0,1,15,18,0.569491525,122.41,2,0.1,39.2,236.0,11.0,1.0,1.0,8.9,21.45,295.0,19.67,122.41,21.45,8.9,11.0,31.82,22.0,2.0,2.0,7.0,13.0,6.5,72.22,3.77,3.0,0.0,0.0,0.0,8.33,0.0,1983,1,0,0,0,0,1
404,8.418367346938775,31,2013,1,0,3329,34,28,8,409,67,32.0,3,1,39,5,0.454767726,113.93,4,0.142857143,115.4,694.0,25.0,1.0,0.0,6.92,27.76,335.0,30.45,114.73,28.11,6.85,19.0,32.11,24.0,11.0,7.0,14.0,58.0,14.5,107.41,3.27,41.0,9.0,33.0,27.33,7.24,11.84,1982,1,0,0,0,0,1
405,9.86890243902439,33,2014,1,1,3334,54,29,16,160,16,27.92,0,0,9,7,0.4875,99.38,0,0.0,205.2,1232.0,61.0,3.0,0.0,8.29,20.2,39.0,9.75,108.33,16.0,7.17,23.0,19.13,17.0,17.0,6.0,11.0,39.0,9.75,108.33,1.45,64.0,24.0,19.13,16.0,7.17,21.05,1981,1,0,0,0,0,1
406,1.5182926829268293,34,2014,1,1,3407,29,22,8,326,70,47.0,3,1,26,15,0.595092025,138.72,1,0.045454545,13.0,78.0,2.0,0.0,0.0,7.23,39.0,213.0,30.43,135.67,42.0,7.86,1.0,55.0,13.0,4.0,4.0,42.0,85.0,28.33,134.92,15.15,3.0,0.0,0.0,0.0,8.0,0.0,1980,1,0,0,0,0,1
407,3.2,34,2021,1,0,3426,71,52,12,793,66,29.19,4,2,73,21,0.527112232,124.49,2,0.038461538,247.2,1484.0,63.0,2.0,0.0,7.44,23.56,746.0,21.31,126.66,22.51,7.46,59.0,28.0,63.0,3.0,1.0,9.0,9.0,9.0,90.0,1.74,10.5,2.0,47.5,32.5,8.77,18.18,1987,1,0,0,0,0,1
408,4.251219512195122,27,2014,1,1,3426,71,52,12,793,66,29.19,4,2,73,21,0.527112232,124.49,2,0.038461538,247.2,1484.0,63.0,2.0,0.0,7.44,23.56,120.0,15.0,125.0,14.48,6.67,23.0,16.09,15.0,8.0,7.0,42.0,91.0,15.17,122.97,7.47,30.0,12.0,16.25,15.0,6.5,22.64,1987,1,0,0,0,0,1
409,2.239208633093525,31,2018,1,1,3426,71,52,12,793,66,29.19,4,2,73,21,0.527112232,124.49,2,0.038461538,247.2,1484.0,63.0,2.0,0.0,7.44,23.56,498.0,21.65,130.37,21.42,7.17,43.0,25.6,43.0,1.0,1.0,1.0,1.0,0.0,100.0,0.53,3.0,0.0,0.0,0.0,10.33,0.0,1987,1,0,0,0,0,1
410,1.6447368421052633,30,2015,0,0,3460,24,22,4,531,84,26.55,3,3,39,16,0.474576271,117.22,4,0.181818182,34.2,206.0,11.0,1.0,0.0,8.5,18.73,386.0,29.69,115.92,17.2,9.21,5.0,26.4,15.0,10.0,9.0,77.0,248.0,31.0,115.89,15.1,13.0,5.0,25.4,15.6,9.77,11.11,1985,1,0,0,0,1,0
411,6.045863309352518,31,2018,1,1,3465,189,171,52,3412,87,31.26,20,16,217,222,0.644783118,147.32,18,0.105263158,246.0,1476.0,69.0,3.0,1.0,8.77,21.39,2343.0,28.93,146.53,21.2,8.83,56.0,31.2,123.0,17.0,16.0,70.0,385.0,29.62,139.49,13.8,1.5,0.0,0.0,0.0,16.36,0.0,1987,1,0,0,0,0,1
412,4.863945578231292,29,2013,1,0,3532,29,29,1,604,86,37.88,4,4,69,19,0.645695364,131.88,4,0.137931034,39.2,236.0,8.0,0.0,0.0,7.7,29.5,604.0,21.57,131.88,29.5,7.7,8.0,37.88,29.0,11.0,11.0,86.0,256.0,25.6,120.75,15.87,7.0,1.0,70.0,42.0,10.0,1.82,1984,1,0,0,0,0,1
413,4.934451219512195,32,2014,0,1,3550,174,154,44,3204,100,33.02,24,13,262,158,0.622971286,142.97,25,0.162337662,189.1,1135.0,42.0,3.0,0.0,7.33,27.02,1820.0,26.38,147.13,26.78,7.17,37.0,32.0,91.0,16.0,16.0,72.0,332.0,30.18,138.33,14.5,9.0,1.0,73.0,54.0,8.11,1.03,1982,1,0,0,0,1,0
414,2.1272482014388485,36,2018,0,1,3550,174,154,44,3204,100,33.02,24,13,262,158,0.622971286,142.97,25,0.162337662,189.1,1135.0,42.0,3.0,0.0,7.33,27.02,2904.0,29.63,145.49,27.24,7.33,41.0,33.29,149.0,15.0,11.0,59.0,143.0,17.88,124.35,6.02,4.0,1.0,41.0,24.0,10.25,1.09,1982,1,0,0,0,1,0
415,12.335526315789474,28,2015,1,0,3628,49,42,11,724,65,39.96,7,1,44,29,0.483425414,125.91,4,0.095238095,131.5,791.0,27.0,2.0,1.0,8.18,29.3,548.0,24.91,123.42,29.05,8.02,18.0,38.85,35.0,11.0,10.0,40.0,172.0,24.57,123.74,11.4,31.0,5.0,48.0,37.2,7.74,8.47,1987,1,0,0,0,0,1
416,3.353658536585366,30,2017,1,0,3628,49,42,11,724,65,39.96,7,1,44,29,0.483425414,125.91,4,0.095238095,131.5,791.0,27.0,2.0,1.0,8.18,29.3,692.0,23.86,126.28,28.19,8.07,27.0,37.89,46.0,11.0,10.0,28.0,144.0,20.57,138.46,8.27,30.0,7.0,35.14,25.71,8.2,12.28,1987,1,0,0,0,0,1
417,1.0,37,2022,1,1,3665,17,14,2,180,31,31.38,1,0,16,9,0.655555556,151.26,0,0.0,57.1,343.0,13.0,1.0,1.0,7.14,26.38,180.0,15.0,151.26,26.38,7.14,13.0,31.38,17.0,3.0,3.0,17.0,34.0,11.33,170.0,6.36,8.0,2.0,43.0,24.0,10.75,11.11,1985,1,0,0,0,0,1
418,0.5030487804878049,32,2017,1,0,3665,17,14,2,180,31,31.38,1,0,16,9,0.655555556,151.26,0,0.0,57.1,343.0,13.0,1.0,1.0,7.14,26.38,180.0,15.0,151.26,26.38,7.14,13.0,31.38,17.0,3.0,3.0,17.0,34.0,11.33,170.0,6.36,3.0,0.0,34.0,11.33,170.0,6.36,1985,1,0,0,0,0,1
419,4.2,34,2021,1,0,3680,62,54,18,1000,74,30.69,7,5,87,28,0.516,126.9,4,0.074074074,158.2,950.0,42.0,2.0,0.0,8.14,22.62,969.0,28.5,128.17,23.42,8.39,38.0,32.74,57.0,12.0,11.0,55.0,277.0,46.17,136.45,13.43,24.0,1.0,248.0,144.0,10.33,1.15,1987,1,0,0,0,0,1
420,5.612244897959183,26,2013,1,0,3680,62,54,18,1000,74,30.69,7,5,87,28,0.516,126.9,4,0.074074074,158.2,950.0,42.0,2.0,0.0,8.14,22.62,49.0,16.33,108.89,32.33,8.78,3.0,47.33,5.0,1.0,1.0,11.0,11.0,11.0,220.0,6.83,4.0,1.0,35.0,24.0,8.75,16.67,1987,1,0,0,0,0,1
421,1.5182926829268293,27,2014,1,1,3680,62,54,18,1000,74,30.69,7,5,87,28,0.516,126.9,4,0.074074074,158.2,950.0,42.0,2.0,0.0,8.14,22.62,214.0,30.57,125.88,22.4,8.76,10.0,32.7,15.0,10.0,9.0,44.0,165.0,41.25,132.0,10.47,21.1,7.0,26.43,18.14,8.74,11.48,1987,1,0,0,0,0,1
422,1.9420903954802264,32,2019,1,0,3680,62,54,18,1000,74,30.69,7,5,87,28,0.516,126.9,4,0.074074074,158.2,950.0,42.0,2.0,0.0,8.14,22.62,969.0,28.5,128.17,23.42,8.39,38.0,32.74,57.0,12.0,11.0,55.0,277.0,46.17,136.45,13.43,24.0,1.0,248.0,144.0,10.33,1.15,1987,1,0,0,0,0,1
423,12.627551020408164,30,2013,0,0,3704,60,50,12,672,45,35.78,6,0,55,20,0.505952381,116.46,4,0.08,38.1,229.0,9.0,1.0,0.0,8.44,25.44,563.0,19.41,123.19,25.86,8.72,7.0,37.57,44.0,4.0,4.0,24.0,45.0,15.0,91.84,7.49,1.0,0.0,0.0,0.0,16.0,0.0,1983,1,0,0,0,1,0
424,1.5182926829268293,31,2014,0,1,3704,60,50,12,672,45,35.78,6,0,55,20,0.505952381,116.46,4,0.08,38.1,229.0,9.0,1.0,0.0,8.44,25.44,629.0,17.97,118.68,25.44,8.44,9.0,35.78,55.0,11.0,9.0,25.0,66.0,11.0,90.41,4.39,8.0,2.0,29.5,24.0,7.38,3.92,1983,1,0,0,0,1,0
425,12.627551020408164,24,2013,1,0,3747,37,30,8,422,40,32.77,5,0,23,26,0.587677725,137.46,2,0.066666667,116.2,698.0,31.0,3.0,0.0,8.73,22.52,27.0,9.0,75.0,52.5,8.97,2.0,78.5,7.0,2.0,2.0,4.0,4.0,4.0,44.44,1.41,2.3,0.0,0.0,0.0,10.8,0.0,1989,1,0,0,0,0,1
426,2.429268292682927,25,2014,1,1,3747,37,30,8,422,40,32.77,5,0,23,26,0.587677725,137.46,2,0.066666667,116.2,698.0,31.0,3.0,0.0,8.73,22.52,260.0,20.0,130.65,22.05,8.23,21.0,30.24,23.0,16.0,14.0,40.0,233.0,23.3,142.94,10.89,59.4,19.0,25.16,18.84,8.01,18.1,1989,1,0,0,0,0,1
427,1.7857142857142856,27,2016,1,0,3747,37,30,8,422,40,32.77,5,0,23,26,0.587677725,137.46,2,0.066666667,116.2,698.0,31.0,3.0,0.0,8.73,22.52,272.0,18.13,127.1,22.68,8.3,22.0,31.36,25.0,2.0,2.0,9.0,12.0,6.0,80.0,4.4,6.0,1.0,55.0,36.0,9.17,14.29,1989,1,0,0,0,0,1
428,6.0,33,2022,1,1,3756,103,93,21,2485,101,0.0,24,11,225,60,0.507042254,128.09,20,0.215053763,0.2,2.0,0.0,0.0,0.0,15.0,0.0,2485.0,34.51,128.09,0.0,15.0,0.0,0.0,103.0,15.0,7.0,39.0,152.0,25.33,112.59,12.19,0.2,0.0,0.0,0.0,15.0,0.0,1989,1,0,0,0,0,1
429,6.073170731707317,25,2014,1,1,3756,103,93,21,2485,101,0.0,24,11,225,60,0.507042254,128.09,20,0.215053763,0.2,2.0,0.0,0.0,0.0,15.0,0.0,521.0,40.08,130.58,0.0,15.0,0.0,0.0,22.0,15.0,7.0,41.0,159.0,39.75,120.45,15.42,0.2,0.0,0.0,0.0,15.0,0.0,1989,1,0,0,0,0,1
430,4.107142857142857,27,2016,1,0,3756,103,93,21,2485,101,0.0,24,11,225,60,0.507042254,128.09,20,0.215053763,0.2,2.0,0.0,0.0,0.0,15.0,0.0,961.0,34.32,131.64,0.0,15.0,0.0,0.0,46.0,15.0,12.0,79.0,293.0,26.64,132.58,13.71,0.2,0.0,0.0,0.0,15.0,0.0,1989,1,0,0,0,0,1
431,4.8,38,2021,1,0,3766,49,41,9,460,39,31.37,2,0,23,19,0.447826087,115.58,0,0.0,147.1,883.0,38.0,0.0,0.0,8.1,23.24,446.0,17.15,119.25,23.03,7.95,34.0,30.5,40.0,4.0,3.0,13.0,26.0,13.0,78.79,3.92,11.5,4.0,25.25,17.75,8.54,18.18,1983,1,0,0,0,0,1
432,1.6794064748201436,35,2018,1,1,3766,49,41,9,460,39,31.37,2,0,23,19,0.447826087,115.58,0,0.0,147.1,883.0,38.0,0.0,0.0,8.1,23.24,420.0,17.5,123.17,23.73,7.89,29.0,31.2,36.0,13.0,9.0,17.0,79.0,13.17,161.22,3.94,40.0,11.0,27.09,21.82,7.45,11.22,1983,1,0,0,0,0,1
433,1.676829268292683,34,2017,1,0,3766,49,41,9,460,39,31.37,2,0,23,19,0.447826087,115.58,0,0.0,147.1,883.0,38.0,0.0,0.0,8.1,23.24,341.0,18.94,116.78,24.84,8.11,19.0,33.58,23.0,2.0,2.0,4.0,6.0,3.0,40.0,1.87,6.0,0.0,0.0,0.0,9.17,0.0,1983,1,0,0,0,0,1
434,1.870748299319728,30,2013,1,0,3766,49,41,9,460,39,31.37,2,0,23,19,0.447826087,115.58,0,0.0,147.1,883.0,38.0,0.0,0.0,8.1,23.24,335.0,20.94,120.94,22.95,8.02,18.0,30.68,21.0,7.0,7.0,39.0,145.0,29.0,122.88,13.81,27.0,8.0,29.13,20.25,8.63,21.05,1983,1,0,0,0,0,1
435,1.7,35,2022,0,1,3786,141,50,30,196,24,30.04,0,0,16,8,0.571428571,105.38,0,0.0,484.2,2906.0,136.0,16.0,3.0,8.44,21.37,122.0,8.71,95.31,21.04,8.53,119.0,29.9,121.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,11.86,0.0,1987,1,0,0,0,1,0
436,0.65,35,2022,0,1,3786,141,50,30,196,24,30.04,0,0,16,8,0.571428571,105.38,0,0.0,484.2,2906.0,136.0,16.0,3.0,8.44,21.37,122.0,8.71,95.31,21.04,8.53,119.0,29.9,121.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,11.86,0.0,1987,1,0,0,0,1,0
437,0.5598021582733812,31,2018,0,1,3786,141,50,30,196,24,30.04,0,0,16,8,0.571428571,105.38,0,0.0,484.2,2906.0,136.0,16.0,3.0,8.44,21.37,94.0,13.43,104.44,21.05,8.41,91.0,29.52,94.0,14.0,4.0,4.0,10.0,0.0,76.92,0.47,48.3,17.0,24.12,17.12,8.45,19.77,1987,1,0,0,0,1,0
438,0.5,35,2022,0,1,3786,141,50,30,196,24,30.04,0,0,16,8,0.571428571,105.38,0,0.0,484.2,2906.0,136.0,16.0,3.0,8.44,21.37,122.0,8.71,95.31,21.04,8.53,119.0,29.9,121.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,11.86,0.0,1987,1,0,0,0,1,0
439,0.2606635071090047,33,2020,0,0,3786,141,50,30,196,24,30.04,0,0,16,8,0.571428571,105.38,0,0.0,484.2,2906.0,136.0,16.0,3.0,8.44,21.37,122.0,9.38,96.83,20.69,8.47,119.0,29.2,119.0,11.0,7.0,14.0,25.0,12.5,100.0,1.52,37.5,8.0,46.38,28.38,9.81,15.09,1987,1,0,0,0,1,0
440,0.2606635071090047,33,2020,0,0,3786,141,50,30,196,24,30.04,0,0,16,8,0.571428571,105.38,0,0.0,484.2,2906.0,136.0,16.0,3.0,8.44,21.37,122.0,9.38,96.83,20.69,8.47,119.0,29.2,119.0,11.0,7.0,14.0,25.0,12.5,100.0,1.52,37.5,8.0,46.38,28.38,9.81,15.09,1987,1,0,0,0,1,0
441,0.1518292682926829,27,2014,0,1,3786,141,50,30,196,24,30.04,0,0,16,8,0.571428571,105.38,0,0.0,484.2,2906.0,136.0,16.0,3.0,8.44,21.37,44.0,11.0,81.48,22.44,8.17,43.0,30.56,47.0,16.0,8.0,12.0,38.0,38.0,100.0,1.7,57.5,16.0,31.75,21.69,8.78,21.05,1987,1,0,0,0,1,0
442,0.1676829268292683,30,2017,0,0,3786,141,50,30,196,24,30.04,0,0,16,8,0.571428571,105.38,0,0.0,484.2,2906.0,136.0,16.0,3.0,8.44,21.37,84.0,12.0,109.09,21.96,8.4,74.0,30.76,80.0,9.0,2.0,7.0,9.0,9.0,0.0,0.65,23.0,10.0,21.3,13.8,9.26,15.87,1987,1,0,0,0,1,0
443,8.508992805755394,32,2018,1,1,3788,197,85,31,714,50,28.67,4,1,56,24,0.515406162,118.8,1,0.011764706,699.0,4194.0,171.0,8.0,1.0,7.01,24.53,231.0,10.5,96.25,22.9,6.55,97.0,24.99,111.0,14.0,6.0,29.0,41.0,20.5,107.89,1.99,44.0,10.0,31.9,26.4,7.25,13.16,1986,1,0,0,0,0,1
444,5.0,36,2022,0,1,3788,197,85,31,714,50,28.67,4,1,56,24,0.515406162,118.8,1,0.011764706,699.0,4194.0,171.0,8.0,1.0,7.01,24.53,456.0,11.12,109.88,24.12,6.91,144.0,27.8,167.0,13.0,5.0,20.0,44.0,14.67,104.76,2.21,44.4,7.0,47.29,38.29,7.41,8.24,1986,1,0,0,0,1,0
445,0.986842105263158,25,2015,1,0,3817,77,75,17,2101,89,0.0,10,18,181,64,0.52736792,126.03,15,0.2,3.0,18.0,0.0,0.0,0.0,10.33,0.0,411.0,31.62,129.25,0.0,7.0,0.0,0.0,15.0,7.0,7.0,89.0,256.0,42.67,151.48,20.78,7.0,2.0,256.0,42.67,151.48,20.78,1990,1,0,0,0,0,1
446,0.9109756097560976,26,2014,1,1,3836,112,96,18,2262,88,24.49,25,10,150,193,0.777188329,174.0,17,0.177083333,253.3,1521.0,96.0,11.0,3.0,9.27,15.84,58.0,14.5,145.0,138.0,9.96,1.0,229.0,7.0,3.0,2.0,7.0,11.0,5.5,78.57,2.43,7.0,0.0,0.0,0.0,9.71,0.0,1988,1,0,0,0,0,1
447,8.285071942446042,29,2018,1,1,3846,21,12,6,78,18,21.93,0,0,7,1,0.435897436,101.3,0,0.0,73.2,440.0,30.0,3.0,0.0,8.97,14.67,46.0,11.5,97.87,15.53,8.77,16.0,22.71,13.0,13.0,7.0,18.0,46.0,11.5,97.87,2.12,44.0,17.0,22.71,15.53,8.77,21.25,1989,1,0,0,0,0,1
448,7.042682926829269,28,2017,1,0,3846,21,12,6,78,18,21.93,0,0,7,1,0.435897436,101.3,0,0.0,73.2,440.0,30.0,3.0,0.0,8.97,14.67,63.0,10.5,95.45,14.96,9.24,25.0,23.04,18.0,13.0,4.0,11.0,17.0,8.5,89.47,1.94,7.0,0.0,46.0,11.5,97.87,2.12,1989,1,0,0,0,0,1
449,1.9549763033175356,31,2020,1,0,3846,21,12,6,78,18,21.93,0,0,7,1,0.435897436,101.3,0,0.0,73.2,440.0,30.0,3.0,0.0,8.97,14.67,63.0,10.5,95.45,14.96,9.24,25.0,23.04,18.0,5.0,4.0,11.0,17.0,8.5,89.47,1.94,18.2,8.0,23.75,13.75,10.36,25.81,1989,1,0,0,0,0,1
450,13.99505395683453,27,2018,1,1,3883,45,44,6,935,107,35.43,7,2,81,31,0.545454545,133.95,9,0.204545455,114.5,689.0,28.0,3.0,0.0,8.64,24.61,316.0,31.6,142.99,22.0,7.18,12.0,26.33,12.0,12.0,11.0,103.0,316.0,31.6,142.99,17.16,44.0,12.0,26.33,22.0,7.18,14.29,1991,1,0,0,0,0,1
451,9.710451977401132,31,2019,1,0,3908,16,14,1,181,43,29.15,2,0,10,16,0.751381215,163.06,1,0.071428571,42.2,254.0,13.0,1.0,0.0,8.95,19.54,170.0,15.45,168.32,18.15,8.9,13.0,26.92,14.0,4.0,4.0,43.0,75.0,25.0,156.25,11.31,10.1,5.0,18.8,12.2,9.25,20.83,1988,1,0,0,0,0,1
452,7.5,28,2016,1,0,3908,16,14,1,181,43,29.15,2,0,10,16,0.751381215,163.06,1,0.071428571,42.2,254.0,13.0,1.0,0.0,8.95,19.54,170.0,15.45,168.32,18.15,8.9,13.0,26.92,14.0,4.0,4.0,43.0,75.0,25.0,156.25,11.31,4.0,0.0,75.0,25.0,156.25,11.31,1988,1,0,0,0,0,1
453,2.239208633093525,30,2018,1,1,3908,16,14,1,181,43,29.15,2,0,10,16,0.751381215,163.06,1,0.071428571,42.2,254.0,13.0,1.0,0.0,8.95,19.54,95.0,11.88,179.25,21.88,8.78,8.0,32.0,10.0,2.0,2.0,11.0,12.0,6.0,80.0,3.54,6.0,1.0,67.0,36.0,11.17,7.69,1988,1,0,0,0,0,1
